# home.html — en<TAB>ru
<p><b>Example sentence</b> — about 90% built from language already learned.</p>	<p><b>Пример</b> — примерно на 90% состоит из уже пройденного материала.</p>
<p><b>Example translation</b> — an idiomatic rendering of the sentence.</p>	<p><b>Перевод примера</b> — идиоматичный, а не дословный.</p>
<p><b>Translation</b> — rate the word, view your notes, <b>7</b> to check the rating options.</p>	<p><b>Перевод</b> — оцените слово и загляните в заметки; <b>7</b> покажет варианты оценки.</p>
<p><b>Notes</b> — grammar, etymology, related language and examples. Press <b>8</b> to view notes. They are optional.</p>	<p><b>Заметки</b> — грамматика, этимология, родственные слова и примеры. Нажмите <b>8</b>, чтобы открыть заметки. Они необязательны.</p>
alt="A FlashBoss flashcard for the German word die Ehefrau (wife): a colour-coded target word with mastery stars, an example sentence and its translation, the plain translation, and notes."	alt="Карточка FlashBoss для немецкого слова die Ehefrau (жена): выделенное цветом изучаемое слово со звёздами освоения, пример с переводом, обычный перевод и заметки."
<span class="tag">The Bossfight</span>	<span class="tag">Босс-файт</span>
<h2>How we test</h2>	<h2>Как мы проверяем</h2>
<p>One step forward with a correct answer.</p>	<p>Шаг вперёд за верный ответ.</p>
<p>Two steps back with each mistake.</p>	<p>Два шага назад за каждую ошибку.</p>
<p>Your easiest cards on positions 1 &amp; 2.</p>	<p>Самые лёгкие карточки — на позициях 1 и 2.</p>
<p>Your most difficult on positions 3 &amp; 4.</p>	<p>Самые трудные — на позициях 3 и 4.</p>
>Try the live demo &rarr;</a>	>Попробовать демо &rarr;</a>
<span class="bf-hint">try the demo</span>	<span class="bf-hint">попробовать демо</span>
alt="A FlashBoss German boss fight: match the translation, advance or get pushed back."	alt="Босс-файт FlashBoss по немецкому: подберите перевод — и продвигайтесь вперёд или откатывайтесь назад."
<h2>Five packs ship free</h2>	<h2>Пять наборов — бесплатно</h2>
<p class="sub">Add additional decks as you go.</p>	<p class="sub">Остальные колоды добавляйте по ходу дела.</p>
<div class="g-h">Free in the base game</div>	<div class="g-h">Бесплатно в базовой игре</div>
<p>English Advance &amp; Adept<br>German Core<br>Esperanto Core<br><a href="toki-pona.html">Toki Pona</a></p>	<p>English Advance &amp; Adept<br>German Core<br>Esperanto Core<br><a href="toki-pona.html">Toki Pona</a></p>
<div class="g-h">The Roots Series</div>	<div class="g-h">Серия Roots</div>
<p>German, Norman, Latin, and <a href="https://store.steampowered.com/app/4992480?utm_source=website-home">Greek Roots</a> — the history <a href="packs.html">English</a> is built from.</p>	<p>German, Norman, Latin и <a href="https://store.steampowered.com/app/4992480?utm_source=website-home">Greek Roots</a> — история, из которой вырос <a href="packs.html">английский</a>.</p>
<div class="g-h">Full language courses</div>	<div class="g-h">Полные языковые курсы</div>
<p>Learn <a href="german.html">German</a>, <a href="italian.html">Italian</a>, <a href="spanish.html">Spanish</a>, <a href="french.html">French</a>, or <a href="esperanto.html">Esperanto</a> with FlashBoss. 3,000 words each — French completes with Pareto 1 and 2, out now.</p>	<p>Учите <a href="german.html">немецкий</a>, <a href="italian.html">итальянский</a>, <a href="spanish.html">испанский</a>, <a href="french.html">французский</a> или <a href="esperanto.html">эсперанто</a> с FlashBoss. По 3000 слов в каждом — французский завершён наборами Pareto 1 и 2, оба уже вышли.</p>
>Get FlashBoss on Steam &rarr;</a>	>Купить FlashBoss в Steam &rarr;</a>
<span class="epi-cite">Knowledge is power</span>	<span class="epi-cite">Знание — сила</span>
>how it works</a>	>как это работает</a>
>share</button>	>поделиться</button>
>promote</a>	>продвигать</a>
aria-label="Share"	aria-label="Поделиться"
aria-label="Close"	aria-label="Закрыть"
<div class="share-card-title">Share</div>	<div class="share-card-title">Поделиться</div>
>copy link</button>	>скопировать ссылку</button>
>post on X</a>	>опубликовать в X</a>
