# italian.html — en<TAB>ru. Drafted by deepseek-v4-flash, checked by qwen3-max, cross-refuted, Claude-adjudicated.
<span class="brand"><a class="logo" href="index.html">FLASHBOSS</a><span class="pipe">|</span><a href="home.html">home</a><span class="sep"> · </span><a href="packs.html">packs</a><span class="sep"> · </span><span class="here">Italian</span></span>	<span class="brand"><a class="logo" href="index.html">FLASHBOSS</a><span class="pipe">|</span><a href="home.html">главная</a><span class="sep"> · </span><a href="packs.html">наборы</a><span class="sep"> · </span><span class="here">Итальянский</span></span>
<div class="h">Tiers 1–3 · Visit</div>	<div class="h">Уровни 1–3 · Посещение</div>
<p>Survival, daily life, getting around — then <span class="it">passato prossimo</span>, reflexives, modals and clitic pronouns. The Italy you came for.</p>	<p>Выживание, повседневная жизнь, передвижение — затем <span class="it">passato prossimo</span>, возвратные глаголы, модальные глаголы и клитические местоимения. Италия, за которой вы приехали.</p>
<div class="h">Tiers 4–5 · Belong</div>	<div class="h">Уровни 4–5 · Принадлежность</div>
<p>The <span class="it">tu</span>/<span class="it">Lei</span> register pivot, <span class="it">imperfetto</span>, idiom, then future, conditional and the first subjunctive. The Italy you stay for.</p>	<p>Регистр переключения <span class="it">tu</span>/<span class="it">Lei</span>, <span class="it">imperfetto</span>, идиомы, затем будущее время, условное наклонение и первое сослагательное. Италия, ради которой вы остаетесь.</p>
<span class="tag">Watch it grow up</span>	<span class="tag">Смотрите, как он растет</span>
<h2>Progress with FlashBoss</h2>	<h2>Прогресс с FlashBoss</h2>
<p class="sub">The example sentences increase in complexity tier by tier.</p>	<p class="sub">Примеры предложений становятся сложнее уровень за уровнем.</p>
<li class="reveal"><span class="ger it">Sono uno studente.</span><span class="en">I am a student.</span></li>	<li class="reveal"><span class="ger it">Sono uno studente.</span><span class="en">Я студент.</span></li>
<li class="reveal"><span class="ger it">Ogni mattina compro il pane fresco al mercato vicino a casa.</span><span class="en">Every morning I buy fresh bread at the market near home.</span></li>	<li class="reveal"><span class="ger it">Ogni mattina compro il pane fresco al mercato vicino a casa.</span><span class="en">Каждое утро я покупаю свежий хлеб на рынке рядом с домом.</span></li>
<li class="reveal"><span class="ger it">Ieri ho preso il treno delle nove per andare a trovare mia nonna.</span><span class="en">Yesterday I took the nine o'clock train to go and visit my grandmother.</span></li>	<li class="reveal"><span class="ger it">Ieri ho preso il treno delle nove per andare a trovare mia nonna.</span><span class="en">Вчера я сел на девятичасовой поезд, чтобы поехать навестить мою бабушку.</span></li>
<li class="reveal"><span class="ger it">Da bambino, passavo le estati al mare con i miei cugini in Sicilia.</span><span class="en">As a child, I spent the summers by the sea with my cousins in Sicily.</span></li>	<li class="reveal"><span class="ger it">Da bambino, passavo le estati al mare con i miei cugini in Sicilia.</span><span class="en">В детстве я проводил лето у моря с моими двоюродными братьями и сестрами в Сицилии.</span></li>
<li class="reveal"><span class="ger it">Spero che tu possa venire alla festa, anche se so che sei molto impegnato.</span><span class="en">I hope you can come to the party, even though I know you're very busy.</span></li>	<li class="reveal"><span class="ger it">Spero che tu possa venire alla festa, anche se so che sei molto impegnato.</span><span class="en">Я надеюсь, что вы сможете прийти на вечеринку, хотя знаю, что вы очень заняты.</span></li>
<span class="tag">Read it by sight</span>	<span class="tag">Читай на глаз</span>
<h2>il · la · l', in colour</h2>	<h2>il · la · l', в цвете</h2>
<p class="sub">Every noun carries its article colour-coded to gender. Tap a card to flip it.</p>	<p class="sub">Каждое существительное имеет артикль, цветом обозначающий род. Нажмите на карточку, чтобы перевернуть её.</p>
<div class="legend">\n        <span><i class="lm"></i> blue — masculine (il, lo)</span>\n        <span><i class="lf"></i> rose — feminine (la)</span>\n      </div>	<div class="legend">\n        <span><i class="lm"></i> синий — мужской (il, lo)</span>\n        <span><i class="lf"></i> розовый — женский (la)</span>\n      </div>
<div class="trans">the book — &ldquo;The book is on the table.&rdquo; Masculine, before a consonant.</div>	<div class="trans">книга — &ldquo;Книга на столе.&rdquo; Мужской род, перед согласным.</div>
<div class="hint">tap to flip</div>	<div class="hint">нажмите, чтобы перевернуть</div>
<div class="trans">the house — &ldquo;My grandmother's house is in Sicily.&rdquo; Feminine, before a consonant.</div>	<div class="trans">дом — &ldquo;Дом моей бабушки в Сицилии.&rdquo; (Итальянское слово <i>casa</i> — женского рода и стоит перед согласным.)</div>
<div class="trans">the friend (m.) — &ldquo;Marco's friend lives in Rome.&rdquo; The article elides to <b>l'</b>, but its colour stays blue: still masculine.</div>	<div class="trans">друг (м.р.) — &ldquo;Друг Марко живёт в Риме.&rdquo; Артикль стягивается до <b>l'</b>, но его цвет остаётся синим: всё ещё мужской род.</div>
<div class="trans">the friend (f.) — &ldquo;Anna's friend studies in Bologna.&rdquo; Same <b>l'</b>, but rose: feminine.</div>	<div class="trans">подруга (ж.р.) — &ldquo;Подруга Анны учится в Болонье.&rdquo; То же <b>l'</b>, но розовый: женский род.</div>
<p class="elision-note">Italian hides gender the moment an article meets a vowel: <span class="it">lo amico</span> and <span class="it">la amica</span> both collapse to <span class="it">l'</span>. FlashBoss keeps the cue alive by <b>colouring the apostrophe</b> — blue <span class="it">l'</span> is masculine, rose <span class="it">l'</span> is feminine — so the gender never disappears on you.</p>	<p class="elision-note">Итальянский скрывает род, как только артикль встречается с гласной: <span class="it">lo amico</span> и <span class="it">la amica</span> оба стягиваются до <span class="it">l'</span>. FlashBoss сохраняет подсказку, <b>окрашивая апостроф</b> — синий <span class="it">l'</span> — мужской, розовый <span class="it">l'</span> — женский, так что род никогда не исчезает для вас.</p>
<h2>The language of culture</h2>	<h2>Язык культуры</h2>
<p class="sub">Repetition of the language in new contexts is key. Tap to flip.</p>	<p class="sub">Повторение языка в новых контекстах — ключ к успеху. Нажмите, чтобы перевернуть.</p>
<div class="art">idiom</div>	<div class="art">идиома</div>
<div class="trans">Good luck — literally &ldquo;into the wolf's mouth.&rdquo; You answer <i>crepi (il lupo)</i> — may the wolf die. Italians almost never say <i>buona fortuna</i>.</div>	<div class="trans">Удачи — буквально &ldquo;в пасть волка&rdquo;. В ответ говорят <i>crepi (il lupo)</i> — пусть волк умрёт. Итальянцы почти никогда не говорят <i>buona fortuna</i>.</div>
<div class="art">verb · concept</div>	<div class="art">глагол · понятие</div>
<div class="trans">To get by, to make do — &ldquo;Don't worry, I'll manage.&rdquo; The central Italian art of solving it yourself, with whatever you've got.</div>	<div class="trans">Обходиться, справляться — &ldquo;Не волнуйся, я справлюсь.&rdquo; Центральное итальянское искусство решать проблемы самому, используя то, что есть под рукой.</div>
<div class="art">marker</div>	<div class="art">маркер</div>
<div class="trans">If only / I wish / maybe — one word that carries hope and longing at once. &ldquo;Magari!&rdquo; on its own means &ldquo;I wish!&rdquo;</div>	<div class="trans">Если бы / Вот бы / может быть — одно слово, которое одновременно несёт надежду и тоску. &ldquo;Magari!&rdquo; само по себе означает &ldquo;Вот бы!&rdquo;</div>
<div class="art">false friend</div>	<div class="art">ложный друг</div>
<div class="trans">Likeable, good company — <b>not</b> &ldquo;sympathetic.&rdquo; &ldquo;Your cousin is great company.&rdquo; High praise, and a classic false friend.</div>	<div class="trans">Приятный, хороший собеседник — <b>не</b> &ldquo;сочувствующий.&rdquo; &ldquo;Ваш двоюродный брат — отличный собеседник.&rdquo; Высокая похвала, и классический ложный друг.</div>
<span class="tag">Not just a word list</span>	<span class="tag">Не просто список слов</span>
<h2>Reference lessons, fired in sequence</h2>	<h2>Справочные уроки, запускаемые поочерёдно</h2>
<p class="sub">FlashBoss Italian is a structured course, not just flashcards. Reference lessons unlock at the exact card where you first need them — and they're all free to read in <a href="resources.html" style="color:var(--vis-accent);">Resources</a>.</p>	<p class="sub">FlashBoss Italian — это структурированный курс, а не просто карточки. Справочные уроки открываются на той самой карточке, где они впервые нужны — и все их можно бесплатно читать в <a href="resources.html" style="color:var(--vis-accent);">Материалах</a>.</p>
<h2>The Pareto Principle</h2>	<h2>Принцип Парето</h2>
<p class="sub">3 packs. 10% of the Italian vocabulary for 90% of Italian use cases.</p>	<p class="sub">3 набора. 10% итальянской лексики для 90% случаев использования итальянского.</p>
<div class="lvl">A1–A2 · 1,000 words</div>	<div class="lvl">A1–A2 · 1000 слов</div>
<p>Survival to belonging, in five tiers, with twenty reference lessons. The road in.</p>	<p>От выживания к принадлежности, в пяти уровнях, с двадцатью справочными уроками. Путь внутрь.</p>
<div class="lvl">B1–B2 · 1,000 words</div>	<div class="lvl">B1–B2 · 1000 слов</div>
<p>Travel, work, and social life — enough to talk with your <span class="it">nonni</span> and mean it.</p>	<p>Путешествия, работа и общественная жизнь — достаточно, чтобы поговорить с вашими <span class="it">nonni</span> и быть искренним.</p>
<div class="lvl">B2–C1 · 1,000 words</div>	<div class="lvl">B2–C1 · 1000 слов</div>
<p>Abstract, literary, and native-like range. The full three thousand.</p>	<p>Абстрактная, литературная лексика и словарный запас на уровне носителя. Все три тысячи слов.</p>
<span class="tag">How it sticks</span>	<span class="tag">Как это запоминается</span>
<h2>Flashcards as an integrated system</h2>	<h2>Карточки как интегрированная система</h2>
<dt>Fibonacci SRS</dt>	<dt>Интервальное повторение по Фибоначчи</dt>
<dd>Rate each card 0–5. The better you know a word, the longer before it returns — spaced repetition on Fibonacci intervals.</dd>	<dd>Оценивайте каждую карточку от 0 до 5. Чем лучше вы знаете слово, тем дольше оно не появится — интервальное повторение по числам Фибоначчи.</dd>
<dt>Boss fights</dt>	<dt>Босс-файты</dt>
<dd>Each cluster is gated by a duel you can't win without confronting and overcoming your most difficult words.</dd>	<dd>Каждый блок закрыт дуэлью, которую нельзя выиграть, не столкнувшись и не преодолев свои самые трудные слова.</dd>
<dt>Graduation</dt>	<dt>Освоение</dt>
<dd>Beat a cluster and its cards leave your daily deck for good. The deck gets smaller as you learn.</dd>	<dd>Победите блок, и его карточки навсегда покинут вашу ежедневную колоду. Колода становится меньше по мере обучения.</dd>
<dt>Audio</dt>	<dt>Аудио</dt>
<dd>Clean Italian Piper text-to-speech on every word and every sentence.</dd>	<dd>Чистый голос Italian Piper для каждого слова и каждого предложения.</dd>
<dt>Lessons</dt>	<dt>Уроки</dt>
<dd>Twenty reference lessons fire at the point in the sequence where they unlock what you're about to read.</dd>	<dd>Двадцать справочных уроков появляются в тот момент последовательности, когда они открывают то, что вы собираетесь прочитать.</dd>
<a class="btn warm" href="https://store.steampowered.com/app/4475030/FlashBoss__Italian_Core/?utm_source=website" target="_blank" rel="noopener">Get FlashBoss on Steam &rarr;</a>	<a class="btn warm" href="https://store.steampowered.com/app/4475030/FlashBoss__Italian_Core/?utm_source=website" target="_blank" rel="noopener">Купить FlashBoss в Steam &rarr;</a>
<p class="dante">&ldquo;Tu proverai sì come sa di sale / lo pane altrui, e come è duro calle / lo scendere e 'l salir per l'altrui scale.&rdquo;\n    <span class="tr">You shall learn how salt is the taste of another's bread — and how hard the path, going down and climbing up another's stairs.</span>\n  </p>	<p class="dante">&ldquo;Tu proverai sì come sa di sale / lo pane altrui, e come è duro calle / lo scendere e 'l salir per l'altrui scale.&rdquo;\n    <span class="tr">Ты узнаешь, как солён вкус чужого хлеба — и как труден путь, спускаясь и поднимаясь по чужим лестницам.</span>\n  </p>
<span class="src">— Dante, Paradiso XVII</span>	<span class="src">— Данте, Рай XVII</span>
<span class="nav"><a href="home.html">home</a> · <a href="manual/">walkthrough (beta)</a> · <a href="https://store.steampowered.com/app/4475030/FlashBoss__Italian_Core/?utm_source=website" target="_blank" rel="noopener">steam</a></span>	<span class="nav"><a href="home.html">главная</a> · <a href="manual/">руководство (бета)</a> · <a href="https://store.steampowered.com/app/4475030/FlashBoss__Italian_Core/?utm_source=website" target="_blank" rel="noopener">steam</a></span>
<title>Italian — FlashBoss</title>	<title>Итальянский — FlashBoss</title>
content="FlashBoss Italian: the language of coming home. From 'Sono uno studente' to the nine o'clock train to your nonna's. 3,000 words, twenty reference lessons, spaced repetition, boss fights, gender colour-coding with elision, and text-to-speech."	content="FlashBoss Italian: язык возвращения домой. От 'Sono uno studente' до девятичасового поезда к бабушке. 3000 слов, двадцать справочных уроков, интервальное повторение, босс-файты, гендерная цветовая маркировка с элизией и синтез речи."
